,title,id,ontologyId,resultType,address,position,access,distance,categories,chains,references,contacts,openingHours,foodTypes,lat,lng
1159,Fil Oil,here:pds:place:608wdw17-7fd929f0cdf44ef3b1d3888dd8a499a3,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Fil Oil, 4026 Santa Rosa, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Laguna', 'city': 'Santa Rosa', 'district': 'Market Area Pob.', 'postalCode': '4026'}","{'lat': 14.30931, 'lng': 121.10182}","[{'lat': 14.30931, 'lng': 121.10182}]",1244,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,14.30931,121.10182
1160,GT Oil,here:pds:place:608jx7ps-fb3fc66dab790cb34b8c0fc9f4d3fcae,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'GT Oil, Maharlika Hwy, 3311 Santiago, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cagayan Valley', 'county': 'Isabela', 'city': 'Santiago', 'district': 'Villasis', 'street': 'Maharlika Hwy', 'postalCode': '3311'}","{'lat': 16.69732, 'lng': 121.56372}","[{'lat': 16.69731, 'lng': 121.56372}]",731,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1096877769'}]",,,,16.69732,121.56372
1161,Caltex,here:pds:place:608jx7ps-a3ea09f10bfd034546bd39aee9e1f917,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, Maharlika Hwy, 3311 Santiago, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cagayan Valley', 'county': 'Isabela', 'city': 'Santiago', 'district': 'Villasis', 'street': 'Maharlika Hwy', 'postalCode': '3311'}","{'lat': 16.69747, 'lng': 121.56558}","[{'lat': 16.69749, 'lng': 121.56558}]",736,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1096877773'}]",,,,16.69747,121.56558
1162,TOTAL,here:pds:place:608jx7ps-66076249317605170dd877fbcb4f86bb,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'TOTAL, Maharlika Hwy, 3311 Santiago, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cagayan Valley', 'county': 'Isabela', 'city': 'Santiago', 'district': 'Villasis', 'street': 'Maharlika Hwy', 'postalCode': '3311'}","{'lat': 16.6974, 'lng': 121.566}","[{'lat': 16.69753, 'lng': 121.56599}]",756,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '35'}],"[{'supplier': {'id': 'core'}, 'id': '1096877772'}]",,"[{'text': ['Mon-Sun: 05:00 - 21:00'], 'isOpen': True, 'structured': [{'start': 'T050000', 'duration': 'PT16H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,16.6974,121.566
1163,Royal Class,here:pds:place:608wdyrn-cd1f2e98f4554c528b320e936cd60596,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Royal Class, Santiago-Ramon Rd, 3311 Santiago, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cagayan Valley', 'county': 'Isabela', 'city': 'Santiago', 'district': 'Mabini', 'street': 'Santiago-Ramon Rd', 'postalCode': '3311'}","{'lat': 16.70053, 'lng': 121.55768}","[{'lat': 16.70053, 'lng': 121.55766}]",760,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1209130882'}]",,,,16.70053,121.55768
1164,Shell,here:pds:place:608jx7ps-6238a4601bd50ddb90bffafc261c312a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Santiago-Ramon Rd, 3311 Santiago, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cagayan Valley', 'county': 'Isabela', 'city': 'Santiago', 'district': 'Mabini', 'street': 'Santiago-Ramon Rd', 'postalCode': '3311'}","{'lat': 16.70022, 'lng': 121.55776}","[{'lat': 16.70022, 'lng': 121.55775}]",770,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1096877570'}]","[{'www': [{'value': 'http://www.shell.com.ph/'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]",,,16.70022,121.55776
1165,Phoenix,here:pds:place:608wdyqy-6a930bd3fd826ccdaf6c9c294a0d621a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Phoenix, Santiago-Ramon Rd, 3311 Santiago, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cagayan Valley', 'county': 'Isabela', 'city': 'Santiago', 'district': 'Calao West Pob.', 'street': 'Santiago-Ramon Rd', 'postalCode': '3311'}","{'lat': 16.69713, 'lng': 121.55852}","[{'lat': 16.69713, 'lng': 121.55855}]",945,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '963'}],"[{'supplier': {'id': 'core'}, 'id': '1219911961'}]",,,,16.69713,121.55852
1166,Caltex,here:pds:place:608wdyrn-96ffc5f330d6470e8569c47659b62985,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, Santiago-Ramon Rd, 3311 Santiago, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cagayan Valley', 'county': 'Isabela', 'city': 'Santiago', 'district': 'Buenavista', 'street': 'Santiago-Ramon Rd', 'postalCode': '3311'}","{'lat': 16.7076, 'lng': 121.55573}","[{'lat': 16.70759, 'lng': 121.55571}]",962,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1208898057'}]",,,,16.7076,121.55573
1167,TOTAL,here:pds:place:608jx7ps-35305ba583f70c3268d827af62db5db8,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'TOTAL, Santiago-Ramon Rd, 3311 Santiago, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cagayan Valley', 'county': 'Isabela', 'city': 'Santiago', 'district': 'Buenavista', 'street': 'Santiago-Ramon Rd', 'postalCode': '3311'}","{'lat': 16.70764, 'lng': 121.55567}","[{'lat': 16.70765, 'lng': 121.5557}]",970,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '35'}],"[{'supplier': {'id': 'core'}, 'id': '1096877584'}]",,"[{'text': ['Mon-Sun: 05:00 - 21:00'], 'isOpen': True, 'structured': [{'start': 'T050000', 'duration': 'PT16H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,16.70764,121.55567
1168,Shell,here:pds:place:608jx7ps-87eab099864f0552879c7552dbfefdbd,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, 3311 Santiago, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cagayan Valley', 'county': 'Isabela', 'city': 'Santiago', 'district': 'Calao West Pob.', 'postalCode': '3311'}","{'lat': 16.69628, 'lng': 121.5584}","[{'lat': 16.69627, 'lng': 121.5584}]",1029,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1096877578'}, {'supplier': {'id': 'core'}, 'id': '1096877580'}]","[{'phone': [{'value': '+637853050342'}], 'www': [{'value': 'https://find.shell.com/ph/fuel/10021538-sh-santiago-isabela', 'categories': [{'id': '700-7600-0116'}]}]}]","[{'categories': [{'id': '700-7600-0116'}], 'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,16.69628,121.5584
1169,Northern City,here:pds:place:608jx7ps-8a89d30a70dd011c89a94478e3f9e866,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Northern City, Santiago-Ramon Rd, 3311 Santiago, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cagayan Valley', 'county': 'Isabela', 'city': 'Santiago', 'district': 'Buenavista', 'street': 'Santiago-Ramon Rd', 'postalCode': '3311'}","{'lat': 16.70844, 'lng': 121.55545}","[{'lat': 16.70845, 'lng': 121.55548}]",1031,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1096877585'}]",,,,16.70844,121.55545
1170,Barangay V Pob,here:pds:place:608w9zmq-c952bc3c6f02e768267309c340436371,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Barangay V Pob, McKinley St, 6116 Silay City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Silay City', 'district': 'Barangay V Pob.', 'street': 'McKinley St', 'postalCode': '6116'}","{'lat': 10.79726, 'lng': 122.97612}","[{'lat': 10.79729, 'lng': 122.97613}]",94,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1220033389'}]",,,,10.79726,122.97612
1171,Petron,here:pds:place:608jx7ps-0e061dba8cce001ddf64f41486702f4e,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Bacolod North Rd, 6116 Silay City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Silay City', 'district': 'Barangay III Pob.', 'street': 'Bacolod North Rd', 'postalCode': '6116'}","{'lat': 10.80192, 'lng': 122.97722}","[{'lat': 10.80192, 'lng': 122.97722}]",455,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1118547421'}, {'supplier': {'id': 'core'}, 'id': '1200602929'}]",,"[{'text': ['Mon-Sat: 08:00 - 20:00', 'Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T080000', 'duration': 'PT12H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA'}, {'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:SU'}]}]",,10.80192,122.97722
1172,Shell,here:pds:place:608w9zmq-5008668c4b6a41bfa68aa98abc5b765d,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Bacolod North Rd, 6116 Silay City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Silay City', 'district': 'Guinhalaran', 'street': 'Bacolod North Rd', 'postalCode': '6116'}","{'lat': 10.79361, 'lng': 122.97314}","[{'lat': 10.7936, 'lng': 122.97316}]",575,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1118541754'}, {'supplier': {'id': 'core'}, 'id': '1118541756'}]","[{'phone': [{'value': '+633434955488'}], 'www': [{'value': 'http://www.shell.com.ph/', 'categories': [{'id': '700-7600-0116'}]}, {'value': 'https://find.shell.com/ph/fuel/10022053-sh-rizal-manaul-silay', 'categories': [{'id': '700-7600-0116'}]}], 'email': [{'value': 'shellcustomercare@shell.com', 'categories': [{'id': '700-7600-0116'}]}]}]","[{'categories': [{'id': '700-7600-0116'}], 'text': ['Mon-Sun: 06:00 - 21:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT15H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,10.79361,122.97314
1173,Shell,here:pds:place:608jx7ps-4e64179d7a1608eec70b8be6764b14c2,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Bacolod North Rd, 6116 Silay City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Silay City', 'district': 'Guinhalaran', 'street': 'Bacolod North Rd', 'postalCode': '6116'}","{'lat': 10.79351, 'lng': 122.97312}","[{'lat': 10.79351, 'lng': 122.97312}]",586,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '600-6000-0061', 'name': 'Convenience Store'}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '10'}],,"[{'phone': [{'value': '+63288788888'}], 'www': [{'value': 'https://find.shell.com/ph/fuel/10022053-sh-rizal-manaul-silay-doss', 'categories': [{'id': '600-6000-0061'}, {'id': '700-7600-0116'}]}]}]",,,10.79351,122.97312
1174,Shell,here:pds:place:608jx7ps-7f6d6b894dc80cd7eb886898996de61b,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Rizal St, 6116 Silay City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Silay City', 'district': 'Guinhalaran', 'street': 'Rizal St', 'postalCode': '6116'}","{'lat': 10.7935, 'lng': 122.97309}","[{'lat': 10.79349, 'lng': 122.97311}]",589,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '600-6000-0061', 'name': 'Convenience Store'}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1118541755'}]","[{'phone': [{'value': '+633434955488'}], 'www': [{'value': 'https://find.shell.com/ph/fuel/10022053-sh-rizal-manaul-silay', 'categories': [{'id': '700-7600-0116'}]}]}]",,,10.7935,122.97309
1175,Caltex Silay,here:pds:place:608w9zmq-218250358d914bc48fe9b57ff645c212,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex Silay, Senator Jose Locsin St, 6116 Silay City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Silay City', 'district': 'Guinhalaran', 'street': 'Senator Jose Locsin St', 'postalCode': '6116'}","{'lat': 10.79307, 'lng': 122.97313}","[{'lat': 10.79307, 'lng': 122.97313}]",628,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,[{'www': [{'value': 'https://www.caltex.com'}]}],,,10.79307,122.97313
1176,Caltex,here:pds:place:608jx7ps-0d00b9a1530f0b60de5f176edb804e1a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, Bacolod North Rd, 6116 Silay City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Silay City', 'district': 'Guinhalaran', 'street': 'Bacolod North Rd', 'postalCode': '6116'}","{'lat': 10.79292, 'lng': 122.97283}","[{'lat': 10.79292, 'lng': 122.97283}]",659,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1118541844'}, {'supplier': {'id': 'core'}, 'id': '1118541845'}, {'supplier': {'id': 'core'}, 'id': '1220021535'}]","[{'www': [{'value': 'https://www.caltex.com/ph/en.html', 'categories': [{'id': '700-7600-0116'}]}]}]","[{'categories': [{'id': '700-7600-0116'}], 'text': ['Mon-Thu, Sat, Sun: 06:00 - 20:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,SA,SU'}]}]",,10.79292,122.97283
1177,JETTI,here:pds:place:608w9zmq-50fdb4d63d1742298f112ee3504114b9,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'JETTI, Bacolod North Rd, 6116 Silay City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Silay City', 'district': 'Barangay III Pob.', 'street': 'Bacolod North Rd', 'postalCode': '6116'}","{'lat': 10.80604, 'lng': 122.97835}","[{'lat': 10.80604, 'lng': 122.97835}]",929,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '700-7600-0000', 'name': 'Fueling Station'}]",[{'id': '22346'}],"[{'supplier': {'id': 'core'}, 'id': '1194219012'}]","[{'www': [{'value': 'https://www.jetti.com.ph', 'categories': [{'id': '700-7600-0116'}]}]}]","[{'categories': [{'id': '700-7600-0000'}], 'text': ['Mon-Sun: 07:30 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T073000', 'duration': 'PT16H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,10.80604,122.97835
1178,TGL,here:pds:place:6081r4ve-d0b106690f7c0d8ea98a843e97af0e0a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'TGL, Bacolod North Rd, 6116 Silay City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Silay City', 'district': 'Guinhalaran', 'street': 'Bacolod North Rd', 'postalCode': '6116'}","{'lat': 10.78849, 'lng': 122.97072}","[{'lat': 10.78849, 'lng': 122.97071}]",1202,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1118548189'}, {'supplier': {'id': 'core'}, 'id': '1194218971'}]",,,,10.78849,122.97072
1179,Sea Oil,here:pds:place:608jx7ps-0b8cfc8d44d401435ed11febe11c4070,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Sea Oil, Bacolod North Rd, 6116 Silay City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Silay City', 'district': 'Guinhalaran', 'street': 'Bacolod North Rd', 'postalCode': '6116'}","{'lat': 10.78752, 'lng': 122.97023}","[{'lat': 10.78751, 'lng': 122.97026}]",1322,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '8673'}],"[{'supplier': {'id': 'core'}, 'id': '1118541854'}]",,,,10.78752,122.97023
1180,Shell,here:pds:place:60860lbi-11304e6e72fd03336fa472207d550f3a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Alvarez St, 6113 Sipalay, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Sipalay', 'district': 'Barangay 4 Pob.', 'street': 'Alvarez St', 'postalCode': '6113'}","{'lat': 9.74957, 'lng': 122.40073}","[{'lat': 9.7496, 'lng': 122.40073}]",141,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1192011774'}]",,,,9.74957,122.40073
1181,Petron,here:pds:place:608jx7ps-bea2b089a3a803fe82af981052929c67,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Bacolod South Rd, 6113 Sipalay, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Sipalay', 'district': 'Mambaroto', 'street': 'Bacolod South Rd', 'postalCode': '6113'}","{'lat': 9.74866, 'lng': 122.42103}","[{'lat': 9.74866, 'lng': 122.421}]",2097,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1118545220'}]",,,,9.74866,122.42103
1182,Sea Oil,here:pds:place:608jx7ps-7268f85bce0e07851b323431eb20dcb7,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Sea Oil, Bacolod South Rd, 6113 Sipalay, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Sipalay', 'district': 'Mambaroto', 'street': 'Bacolod South Rd', 'postalCode': '6113'}","{'lat': 9.74936, 'lng': 122.42514}","[{'lat': 9.74938, 'lng': 122.42513}]",2543,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '8673'}],"[{'supplier': {'id': 'core'}, 'id': '1118545232'}]",,,,9.74936,122.42514
1183,High-V Gasoline Station,here:pds:place:608w9xpd-08cbb498edaf735f2e90e48b9cbeea48,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'High-V Gasoline Station, Bacolod South Rd, 6113 Sipalay, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Sipalay', 'district': 'Gil Montilla', 'street': 'Bacolod South Rd', 'postalCode': '6113'}","{'lat': 9.77462, 'lng': 122.43267}","[{'lat': 9.77461, 'lng': 122.43265}]",4340,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1220020918'}]",,,,9.77462,122.43267
1184,Cartagena,here:pds:place:608w9xpc-fb927bdbe4dbc25759894a84fd19aeed,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Cartagena, Bacolod South Rd, 6113 Sipalay, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Sipalay', 'district': 'Cartagena', 'street': 'Bacolod South Rd', 'postalCode': '6113'}","{'lat': 9.82595, 'lng': 122.40222}","[{'lat': 9.82596, 'lng': 122.4022}]",8445,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1220020916'}]",,,,9.82595,122.40222
1185,Shell,here:pds:place:608jx7ps-2464857d5dab0dfe69c8c9be96ac9697,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Bacolod South Rd, 6114 Hinoba-an, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Hinoba-an', 'district': 'Talacagay', 'street': 'Bacolod South Rd', 'postalCode': '6114'}","{'lat': 9.63866, 'lng': 122.46989}","[{'lat': 9.63865, 'lng': 122.46988}]",14448,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1118547633'}]","[{'phone': [{'value': '+63288788888'}, {'value': '+639999977287'}], 'www': [{'value': 'http://www.shell.com.ph/'}, {'value': 'https://find.shell.com/ph/fuel/10022217-sh-hinobaan-negros-occ'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]","[{'text': ['Mon-Sun: 06:00 - 21:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT15H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,9.63866,122.46989
1186,Sea Oil,here:pds:place:608w9xnf-0728b77253bce6339acea489e3723c5c,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Sea Oil, Bacolod South Rd, 6114 Hinoba-an, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Hinoba-an', 'district': 'Talacagay', 'street': 'Bacolod South Rd', 'postalCode': '6114'}","{'lat': 9.63405, 'lng': 122.47028}","[{'lat': 9.63405, 'lng': 122.47026}]",14911,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '8673'}],"[{'supplier': {'id': 'core'}, 'id': '1220020929'}]",,,,9.63405,122.47028
1187,Talacagay,here:pds:place:608w9xnf-df4cb8802ae2c0d910b888a2ac4d36df,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Talacagay, Bacolod South Rd, 6114 Hinoba-an, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Hinoba-an', 'district': 'Talacagay', 'street': 'Bacolod South Rd', 'postalCode': '6114'}","{'lat': 9.63203, 'lng': 122.46974}","[{'lat': 9.63203, 'lng': 122.46972}]",15076,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1220020928'}]",,,,9.63203,122.46974
1188,Petron,here:pds:place:608jx7ps-455d277239f401766e0b4a7988b83774,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Bacolod South Rd, 6114 Hinoba-an, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Hinoba-an', 'district': 'Bacuyangan', 'street': 'Bacolod South Rd', 'postalCode': '6114'}","{'lat': 9.62568, 'lng': 122.46867}","[{'lat': 9.62568, 'lng': 122.46866}]",15640,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1118543445'}]",,,,9.62568,122.46867
1189,Zenon Fuel Station,here:pds:place:608w9z06-e8a86fa70e40400f9a32a29ed73b1e3d,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Zenon Fuel Station, Bacolod South Rd, 6112 Cauayan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Western Visayas', 'county': 'Negros Occidental', 'city': 'Cauayan', 'district': 'Inayawan', 'street': 'Bacolod South Rd', 'postalCode': '6112'}","{'lat': 9.89875, 'lng': 122.43564}","[{'lat': 9.89876, 'lng': 122.43562}]",16947,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1220020921'}]",,,,9.89875,122.43564
1190,Itc Fuel Stop,here:pds:place:608wf21v-033ed6c8c9ff4c268b881d6ad7ca1507,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Itc Fuel Stop, Maharlika Hwy, 4700 Sorsogon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Sorsogon', 'city': 'Sorsogon', 'district': 'Talisay Pob.', 'street': 'Maharlika Hwy', 'postalCode': '4700'}","{'lat': 12.96998, 'lng': 124.003}","[{'lat': 12.97002, 'lng': 124.00301}]",265,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1209132289'}]",,,,12.96998,124.003
1191,Petron,here:pds:place:608jx7ps-5292109432870a02cd632b98f077ddb0,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Maharlika Hwy, 4700 Sorsogon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Sorsogon', 'city': 'Sorsogon', 'district': 'Talisay Pob.', 'street': 'Maharlika Hwy', 'postalCode': '4700'}","{'lat': 12.97014, 'lng': 124.00267}","[{'lat': 12.97013, 'lng': 124.00267}]",293,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1099408288'}, {'supplier': {'id': 'core'}, 'id': '1099408290'}]",,,,12.97014,124.00267
